ID,Citing Source Item,Cited Source Item Number,DocumentID,Type,ID,DOI,WOS,PMID,Note,Reference,
434,PresComReport,229,339,Website/Data,,,,,,"Marlowe D, Hardin C, Fox C. 2016. Painting the Current Picture: A National Report on Drug Courts and Other Problem-Solving Courts in the United States, National Drug Court Institute. Alexandria, VA. Retrieved from https://www.ndci.org/wp-content/uploads/2016/05/Painting-the-Current-Picture-2016.pdf",
435,PresComReport,230,418,Report,,,,,,"Weiss AJ, Elixhauser A, Barrett ML, Steiner CA, Bailey MK, O’Malley L. Opioid Related Inpatient Stays and Emergency Department Visits by State, 20019-2014, HCUP Statistical Brief #219. December 2016. Agency for Healthcare Research and Quality. Rockville, MD.",
436,PresComReport,231,201,Report,,,,,Not found in WoS,"Ali, M. M., Mutter, R. (2016). The CBHSQ Report: Patients Who Are Privately Insured Receive Limited Followup Services After Opioid-Related Hospitalizations. Rockville, MD: Substance Abuse and Mental Health Services Administration, Center for Behavioral Health Statistics and Quality.",
437,PresComReport,232,398,Report,,,,,,"Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on Drug Use and Health: Detailed Tables. Retrieved from https://www.samhsa.gov/data/sites/default/files/NSDUHDetTabs-2016/NSDUH-DetTabs-2016.pdf, accessed on October 26, 2017",
438,PresComReport,233,309,Website,,,,,,https://www.whitehouse.gov/the-press-office/2017/06/15/presidential-executive-order-expanding-apprenticeshipsamerica,
439,PresComReport,234,415,Article,,,WOS:000375165000025,27012435,,"Walsh SL, Nuzzo PA, Babalonis S, Casselton V, Lofwall MR. 2016, May 1. Intranasal buprenorphine alone and in combination with naloxone: Abuse liability and reinforcing efficacy in physically dependent opioid abusers. Drug Alcohol Depend. 162:190-8.",
440,PresComReport,235,264,Article,,,WOS:000364433700012,26544739,,"Degenhardt L, Larance B, Peacock A, Farrell M. 2015, Nov 2. Reducing extramedical use and harms of pharmaceutical opioids: the potential role of abuse-deterrent formulations. Lancet Psychiatry. (11):957-9.",
441,PresComReport,236,298,Report,,,,,,https://static1.squarespace.com/static/57b13af320099e871dd94dc8/t/57c31e2fe4fcb561cb850b86/1472405052315 /2016+naloxone+coprescription.pdf,
442,PresComReport,237,319,Report,,,,,Not found in WoS,"Kortenkamp, K., and Ehrle, J. 2002. The well-being of children Involved with the child welfare system: A national overview, New Federalism, Series B, No. B-43. Washington, D.C.: The Urban Institute. ttp://www.urban.org/UploadedPDF/310413_anf_b43.pdf",
443,PresComReport,238,231,Article,,,WOS:000381451200002,27513154,,CDC. 2016 Morbidity and Mortality Weekly Report(MMWR) Incidence of Neonatal Abstinence Syndrome. Retrieved from https://www.cdc.gov/mmwr/volumes/65/wr/mm6531a2.htm,
444,PresComReport,239,228,Report,,,,,Not found in WoS,"Castedo, S. Holleran Steiker, L. (in press). Collegiate Recovery Programs. In Smith, D.C., (Ed.), Emerging Adults in Substance Use Disorder Treatment. New York: Oxford University Press.",
445,PresComReport,240,273,Report,,,,,Not found in WoS,"Forrest, C.E. (2016). Collateral Consequences of a Criminal Conviction: Impact on Corrections and Reentry. NIJ Update. Corrections Today. American Correctional Association",
446,PresComReport,241,404,Report,,,,,,The National Council of State Governments Justice Center. National Inventory of Collateral Consequences of Conviction. Website. https://niccc.csgjusticecenter.org/map/,
447,PresComReport,242,371,Article,,,WOS:000277582400006,20299175,,"Policin, D.L. et al. (2010). Sober Living Houses for Alcohol and Drug Dependence: 18- Month Outcomes. Journal of Substance Abuse Treatment. 38(4): 356–365.",
448,PresComReport,243,411,Article,,,WOS:000406295000015,28564549,,"Volkow ND, Collins FS. 2017, Jul 27. The Role of Science in Addressing the Opioid Crisis. N Engl J Med. 377(4):391-394. DRAFT/ADVISORY/CONSULTATIVE/DELIBERATIVE/CONFIDENTIAL",
449,PresComReport,244,411,Article,,,WOS:000406295000015,28564549,,"Volkow ND, Collins FS. The Role of Science in Addressing the Opioid Crisis. N Engl J Med. 2017 Jul 27;377(4):391-394.",
450,PresComReport,245,389,Article,,10.1146/annurev-pharmtox-010617-052534,,28968188,,Skolnick P. The Opioid Epidemic: Crisis and Solutions. Annu Rev Pharmacol Toxicol. 2017 Oct 2. [Epub ahead of print],
451,PresComReport,246,341,Article,,,WOS:000411321000003,28934186,,"Massey J, Kilkenny M, Batdorf S, Sanders SK, Ellison D, Halpin J, Gladden RM, Bixler D, Haddy L, Gupta R. 2017, Sep 22. Opioid Overdose Outbreak - West Virginia, August 2016. MMWR Morb Mortal Wkly Rep. 66(37):975-980",
452,PresComReport,247,412,Article,,,WOS:000336434000003,24758595,,"Volkow ND, Frieden TR, Hyde PS, Cha SS. 2014. Medication-assisted therapies — tackling the opioid-overdose epidemic. N Engl J Med 370: 2063-6.",
453,PresComReport,248,293,Article,,,WOS:000372907400022,26599131,,"Hser YI, Evans E, Huang D, Weiss R, Saxon A, Carroll KM, Woody G, Liu D, Wakim P, Matthews AG, HatchMaillette M, Jelstrom E, Wiest K, McLaughlin P, Ling W. 2016, Apr. Long-term outcomes after randomization to buprenorphine/naloxone versus methadone in a multi-site trial. Addiction. 111(4):695-705.",
454,PresComReport,249,419,Article,,,WOS:000400040500007,28363320,,"Weiss RD, Rao V. 2017, Apr 1. The Prescription Opioid Addiction Treatment Study: What have we learned. Drug Alcohol Depend. 173 Suppl 1:S48-S54.",
455,PresComReport,250,416,Article,,10.1109/ICCNC.2017.7876173,WOS:000402039800083,28993811,,"Wang J, Fang H, Carreiro S, Wang H, Boyer E. 2017, Jan. A New Mining Method to Detect Real Time Substance Use Events from Wearable Biosensor Data Stream. Int Conf Comput Netw Commun. 2017:465-470.",
456,PresComReport,251,305,Website,,,,,,https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm338566.htm,
457,PresComReport,252,224,Article,,,WOS:000374128400013,26845291,,"Califf RM, Woodcock J, Ostroff S. 2016. A Proactive Response to Prescription Opioid. Abuse N Engl J Med 374:1480-1485",
458,PresComReport,253,266,Report,,,,,,"Extended-Release and Long-Acting Opioid Analgesics shared system, Risk Evaluation and Mitigation Strategy (REMS), https://www.fda.gov/downloads/Drugs/DrugSafety/InformationbyDrugClass/UCM348818.pdf",
459,PresComReport,254,413,Article,,,WOS:000223246400030,15189164,,"Waldhoer M, Bartlett SE, Whistler JL. 2004. Opioid receptors. Annu Rev Biochem 73:953-90.",
460,PresComReport,255,255,Book,,,,,ISBN13: 9780674005853,"Courtwright, David. 2001. Dark Paradise: A history of Opiate Addiction in America. Harvard University Press.",
461,PresComReport,256,355,Book,,,,,ISBN10: 0195125096,"Musto, David F. 1999. The American Disease: Origins of Narcotic Control. Yale University Press.",
462,PresComReport,257,254,Article,,,WOS:000365354800002,26605925,,"Courtwright DT. 2015, Nov 26. Preventing and Treating Narcotic Addiction--Century of Federal Drug Control. N Engl J Med. 373(22):2095-7.",
1,GAO/GGD-97-42,1,9,Legislation,,,,,,"Anti-Drug Abuse Act of 1988, P.L. 100-690",
2,GAO/GGD-97-42,2,96,Report,,,,,Not found in WoS,"National Household Survey on Drug Abuse: Population Estimates 1995, Substance Abuse and Mental Health Services Administration, 1996.",
3,GAO/GGD-97-42,3,122,Report,,,,,Not found in WoS,"The National Drug Control Strategy, 1996. Office of National Drug Control Policy, Washington, D.C.",
4,GAO/GGD-97-42,4,95,Report,,,,,,"National Drug Control Strategy: 1996. Office of National Drug Control Policy, Washington, D.C.",
5,GAO/GGD-97-42,5,32,Report,GAO/GGD-88-39,,,,,"Controlling Drug Abuse: A Status Report (GAO/GGD-88-39, Mar. 1, 1988)",
6,GAO/GGD-97-42,6,41,Report,GAO/GGD-93-144,,,,,"Drug Control: Reauthorization of the Office of National Drug Control Policy (GAO/GGD-93-144, Sept. 29, 1993).",
7,GAO/GGD-97-42,7,41,Report,GAO/GGD-93-144.,,,,,GAO/GGD-93-144.,
8,GAO/GGD-97-42,8,40,Report,GAO/NSIAD-97-75,,,,,"Drug Control: Long-Standing Problems Hinder U.S. International Efforts (GAO/NSIAD-97-75, Feb. 27, 1997).",
9,GAO/GGD-97-42,9,41,Report,GAO/GGD-93-144.,,,,,GAO/GGD-93-144.,
10,GAO/GGD-97-42,10,63,Report,,,,,,"Institute of Medicine, Pathways of Addiction: Opportunities in Drug Abuse Research (Washington, D.C.: National Academy Press), 1996, pp. 141-145.",
11,GAO/GGD-97-42,11,69,Article,,,WOS:A1994NC03000002,,,"Kathleen Carroll and others, “Psychotherapy and Pharmacotherapy for Ambulatory Cocaine Abusers,” Archives of General Psychiatry, 51 (1994), 177-187.",
12,GAO/GGD-97-42,12,111,Article,,,WOS:A1993LA32300014,8480823,,"Stephen Higgins and others, “Achieving Cocaine Abstinence With a Behavioral Approach,” American Journal of Psychiatry, 150:5 (1993), 763-69.",
13,GAO/GGD-97-42,13,115,Article,,,WOS:A1994QM23100003,7734464,,"Stephen Shoptaw and others, “The Matrix Model of Outpatient Stimulant Abuse Treatment: Evidence of Efficacy,” Journal of Addictive Diseases, 13:4 (1994), 129-41.",
14,GAO/GGD-97-42,14,44,Report,GAO/GGD-95-159BR,,,,,"Drug Courts: Information on a New Approach to Address Drug-Related Crime (GAO/GGD-95-159BR, May 22, 1995).",
15,GAO/GGD-97-42,15,126,Report,GAO/GGD-94-128R,,,,,"Weed and Seed: Program Objectives (GAO/GGD-94-128R, May 10, 1994).",
16,GAO/GGD-97-42,16,42,Report,GAO/GGD-93-61,,,,,"Drug Control: Treatment Alternatives Program for Drug Offenders Needs Stronger Emphasis (GAO/GGD-93-61, Feb. 11, 1993).",
17,GAO/GGD-97-42,17,54,Report,GAO/NSIAD-97-75.,,,,,GAO/NSIAD-97-75.,
18,GAO/GGD-97-42,18,,Comment,,,,,,OMIT,
19,GAO/GGD-97-42,19,,Comment,,,,,,"OMIT  - According to officials at the Department of State, initial information indicates that, during 1996, significant reductions occurred in the amount of coca under cultivation in Peru.",
20,GAO/GGD-97-42,20,48,Report,GAO/T-NSIAD-95-194,,,,,"Drug War: Observations on U.S. International Drug Control Efforts (GAO/T-NSIAD-95-194, Aug. 1, 1995).",
24,GAO/GGD-97-42,22,38,Report,GAO/NSIAD-96-163,,,,,"Drug Control: Counternarcotics Efforts in Mexico (GAO/NSIAD-96-163, June 12, 1996).",
29,GAO/GGD-97-42,25,43,Report,GAO/NSIAD-96-119,,,,,"Drug Control: U.S.Interdiction Efforts in the Caribbean Decline (GAO/NSIAD-96-119, Apr. 17, 1996).",
30,GAO/GGD-97-42,26,32,Report,GAO/GGD-88-39,,,,,"Controlling Drug Abuse: A Status Report (GAO/GGD-88-39, Mar. 1, 1988).",
31,GAO/GGD-97-42,27,118,Report,GAO/NSIAD-92-226,,,,,"The Drug War: Extent of Problems in Brazil, Ecuador, and Venezuela (GAO/NSIAD-92-226, June 5, 1992).",
32,GAO/GGD-97-42,28,120,Report,GAO/NSIAD-92-36,,,,,"The Drug War: U.S. Programs in Peru Face Serious Obstacles (GAO/NSIAD-92-36, Oct. 21, 1991).",
33,GAO/GGD-97-42,29,124,Report,GAO/NSIAD-91-23,,,,,"The War on Drugs: Narcotics Control Efforts in Panama (GAO/NSIAD-91-233, June 16, 1991).",
34,GAO/GGD-97-42,30,39,Report,GAO/NSIAD-94-233,,,,,"Drug Control: Interdiction Efforts in Central America Have Had Little Impact on the Flow of Drugs (GAO/NSIAD-94-233, Aug. 2, 1994).",
35,GAO/GGD-97-42,31,48,Report,GAO/T-NSIAD-95-194,,,,,"Drug War: Observations on U.S. International Drug Control Efforts (GAO/T-NSIAD-95-194, Aug. 1, 1995).",
36,GAO/GGD-97-42,32,54,Report,GAO/NSIAD-97-75.,,,,,GAO/NSIAD-97-75.,
37,GAO/GGD-97-42,33,89,Report,GAO/GGD-94-73,,,,,"Money Laundering: U.S. Efforts to Fight It Are Threatened by Currency Smuggling (GAO/GGD-94-73, Mar. 9, 1994).",
38,GAO/GGD-97-42,34,13,Report,GAO/GGD-95-30,,,,,"Border Control: Revised Strategy Is Showing Some Positive Results (GAO/GGD-95-30, Dec. 29, 1994).",
39,GAO/GGD-97-42,35,62,Report,GAO/GGD-94-143,,,,,"INS Drug Task Force: Federal Agencies Supportive of INS Efforts (GAO/GGD-94-143, July 7, 1994).",
40,GAO/GGD-97-42,36,45,Report,GAO/GGD-91-10,,,,,"Drug Interdiction: Funding Continues to Increase but Program Effectiveness Is Unknown (GAO/GGD-91-10, Dec. 11, 1990).",
41,GAO/GGD-97-42,37,41,Report,GAO/GGD-93-144,,,,,"Drug Control: Reauthorization of the Office of National Drug Control Policy (GAO/GGD-93-144, Sept. 29, 1993).",
42,GAO/GGD-97-42,38,35,Report,GAO/GGD-96-189BR,,,,,"Customs Service: Drug Interdiction Efforts (GAO/GGD-96-189BR, Sept. 26, 1996).",
43,GAO/GGD-97-42,39,96,Report,,,,,Not found in WoS,"National Household Survey on Drug Abuse: Population Estimates 1995, Substance Abuse and Mental Health Services Administration, 1996.",
44,GAO/GGD-97-42,40,,Comment,,,,,,OMIT,
45,GAO/GGD-97-42,41,90,Report,,,,,Not found in WoS,"Monitoring the Future, National Institute on Drug Abuse, 1996.",
46,GAO/GGD-97-42,42,37,Report,GAO/HEHS-97-12,,,,,"Drug and Alcohol Abuse: Billions Spent Annually for Treatment and Prevention Activities (GAO/HEHS-97-12, Oct. 8, 1996).",
47,GAO/GGD-97-42,43,,Comment,,,,,,OMIT,
48,GAO/GGD-97-42,44,31,Report,GAO/HEHS-96-80,,,,,"Cocaine Treatment: Early Results From Various Approaches (GAO/HEHS-96-80, June 7, 1996).",
49,GAO/GGD-97-42,45,64,Unpublished document,,,,,,"Institute of Medicine, Treating Drug Problems, vol. 1 (Washington, D.C.: National Academy Press, 1990); Research Triangle Institute, Data Tables Comparing Crack and Cocaine Users to Other Drug Users Entering Drug Treatment, unpublished manuscript.",
65,GAO/GGD-97-42,47,127,Article,,,WOS:A1991FL87300008,1862062,,"William B. Hansen and John W. Graham, “Preventing Alcohol, Marijuana, and Cigarette Use Among Adolescents: Peer Pressure Resistance Training Versus Establishing Conservative Norms,” Preventive Medicine, 20 (1991), 414-30.",
70,GAO/GGD-97-42,50,6,Report,GAO/PEMD-92-2,,,,,"Adolescent Drug Use Prevention: Common Features of Promising Community Programs (GAO/PEMD-92-2, Jan. 16, 1992).",
71,GAO/GGD-97-42,51,,Comment,,,,,,OMIT,
72,GAO/GGD-97-42,52,31,Report,GAO/HEHS-96-80,,,,,"Cocaine Treatment: Early Results From Various Approaches (GAO/HEHS-96-80, June 7, 1996).",
87,GAO/GGD-97-42,53,69,Article,,,WOS:A1994NC03000002,,,"Kathleen Carroll et al., “Psychotherapy and Pharmacotherapy for Ambulatory Cocaine Abusers,” Archives of General Psychiatry, 51 (1994), 177-87.",
88,GAO/GGD-97-42,54,10,Monograph,,,,8289894,,"Arnold Washton and Nannette Stone-Washton, “Outpatient Treatment of Cocaine and Crack Addiction: A Clinical Perspective,” National Institute on Drug Abuse Research Monograph #135 (Rockville, Md.: National Institute on Drug Abuse, 1993), pp. 15-30.",
89,GAO/GGD-97-42,55,49,Article,,,WOS:A1994MY61500001,8192128,,"Elizabeth Wells et al., “Outpatient Treatment for Cocaine Abuse: A Controlled Comparison of Relapse Prevention and Twelve-Step Approaches,” American Journal of Drug and Alcohol Abuse, 20:1 (1994), 1-17.",
90,GAO/GGD-97-42,56,70,Article,,,WOS:A1991GB16900001,,,"Kathleen Carroll et al., “A Comparative Trial of Psychotherapies for Ambulatory Cocaine Abusers: Relapse Prevention and Interpersonal Psychotherapy,” American Journal of Drug and Alcohol Abuse, 17:3 (1991), 229-47.",
91,GAO/GGD-97-42,57,112,Article,,,WOS:A1991GD55200016,1883001,,"Stephen Higgins et al., “A Behavioral Approach to Achieving Initial Cocaine Abstinence,” American Journal of Psychiatry, 148:9 (1991), 1218-24.",
92,GAO/GGD-97-42,58,111,Article,,,WOS:A1993LA32300014,8480823,,"Stephen Higgins et al., “Achieving Cocaine Abstinence With a Behavioral Approach,” American Journal of Psychiatry, 150:5 (1993), 763-69.",
96,GAO/GGD-97-42,60,115,Article,,,WOS:A1994QM23100003,7734464,,"Steven Shoptaw et al., “The Matrix Model of Outpatient Stimulant Abuse Treatment: Evidence of Efficacy,” Journal of Addictive Diseases, 13:4 (1994), 129-41.",
97,GAO/GGD-97-42,61,106,Monograph,,,,8289906,,"Richard Rawson et al., “Neurobehavioral Treatment for Cocaine Dependency: A Preliminary Evaluation,” Cocaine Treatment: Research and Clinical Perspectives. National Institute on Drug Abuse Research Monograph #135 (Rockville, Md.: National Institute on Drug Abuse, 1993), pp. 92-115.",
100,GAO/GGD-97-42,63,114,Article,,,WOS:A1994QM23100004,7734465,,"Stephen Magura et al., “Neurobehavioral Treatment for Cocaine-Using Methadone Patients: A Preliminary Report,” Journal of Addictive Diseases, 13:4 (1994), 143-60.",
101,GAO/GGD-97-42,64,31,Report,GAO/HEHS-96-80,,,,,"Cocaine Treatment: Early Results From Various Approaches (GAO/HEHS-96-80, June 7, 1996).",
102,GAO/GGD-97-42,65,,Comment,,,,,,OMIT,
103,GAO/GGD-97-42,66,,Comment,,,,,,OMIT,
104,GAO/GGD-97-42,67,,Comment,,,,,,OMIT,
105,GAO/GGD-97-42,68,27,Comment,,,,,,Coast Guard officials,
106,GAO/GGD-97-42,69,27,Comment,,,,,,Coast Guard officials,
107,GAO/GGD-97-42,70,88,Report,,,,,,"Measuring Deterrence - Approach and Methodology, Rockwell International Special Investigations, Inc., Decisions Science Applications, Sumner Associates, Oct. 27, 1989.",
108,GAO/GGD-97-42,71,121,Report,,,,,Not found in WoS,"The National Drug Control Strategy, 1996: Program, Resources, and Evaluation. Office of National Drug Control Policy, Washington, D.C., pp. 48-51.",
109,GAO/GGD-97-42,72,51,Comment,,,,,,Findings - no citation,
110,GAO/GGD-97-42,73,,Comment,,,,,,OMIT,
21,GAO/GGD-97-42,21a,46,Report,GAO/NSIAD-91-296,,,,,"Drug War: Observations on Counternarcotics Aid to Colombia (GAO/NSIAD-91-296, Sept. 30, 1991);",
22,GAO/GGD-97-42,21b,120,Report,GAO/NSIAD-92-36,,,,,"The Drug War: U.S. Programs in Peru Face Serious Obstacles (GAO/NSIAD-92-36, Oct. 21, 1991);",
23,GAO/GGD-97-42,21c,116,Report,GAO/T-NSIAD-94-53,,,,,"The Drug War: Colombia Is Implementing Antidrug Efforts, but Impact Is Uncertain (GAO/T-NSIAD-94-53, Oct. 5, 1993).",
25,GAO/GGD-97-42,23a,119,Report,GAO/T-NSIAD-92-2,,,,,"The Drug War: Observations on Counternarcotics Programs in Colombia and Peru (GAO/T-NSIAD-92-2, Oct. 23, 1991)",
26,GAO/GGD-97-42,23b,117,Report,GAO/NSIAD-93-158,,,,,"The Drug War: Colombia Is Undertaking Antidrug Programs, but Impact Is Uncertain (GAO/NSIAD-93-158, Aug. 10, 1993).",
27,GAO/GGD-97-42,24a,47,Report,GAO/T-NSIAD-95-182,,,,,"Drug War: Observations on the U.S. International Drug Control Strategy (GAO/T-NSIAD-95-182, June 27, 1995)",
28,GAO/GGD-97-42,24b,38,Report,GAO/NSIAD-96-163,,,,,"Drug Control: Counternarcotics Efforts in Mexico (GAO/NSIAD-96-163, June 12, 1996).",
63,GAO/GGD-97-42,46a,57,Report,,,,,Not found in WoS,"Gilbert J. Botvin, “Preventing Adolescent Drug Abuse Through Life Skills Training: Intervention Approach and Evaluation Results,” Community Epidemiology Work Group (CEWG), June 1996, 451-459;",
64,GAO/GGD-97-42,46b,56,Article,,,WOS:A1995QR05900029,,,"Gilbert J. Botvin et al., “Long-term Follow-up Results of a Randomized Drug Abuse Prevention Trial in a White Middle-Class Population,” Journal of the American Medical Association, 273:14 (1995), 1106-12.",
66,GAO/GGD-97-42,48a,65,Unknown,,,,,,"J. David Hawkins and others, “Promoting Academic Success and Preventing Crime in Urban America: Six-Year Follow-Up Effects of the Seattle Social Development Project”",
67,GAO/GGD-97-42,48b,4,Unpublished document,,,,,,"a set of unpublished 6-year follow-up documents from Hawkins and others provided to us on November 28, 1996.",
68,GAO/GGD-97-42,49a,87,Unpublished document,,,,,,"Mary Ann Pentz,”Preventing Drug Abuse Through the Community: Multi-Component Programs Make the Difference”",
69,GAO/GGD-97-42,49b,86,Conference Proceeding,,,,,Not found in Wos,"Mary Ann Pentz “Benefits of Integrating Strategies in Different Settings,” in A. Elster, S. Panzarine, and K. Holt (eds.). American Medical Association State of the Art Conference on Adolescent Health Promotion Proceedings: National Center for Education in Maternal and Child Health, Arlington, VA, 1993, pp. 15-34.",
93,GAO/GGD-97-42,59a,67,Monograph ,,,,,Not found in WoS,"K. Silverman et al., “Differential Reinforcement of Sustained Cocaine Abstinence in Intravenous Polydrug Abusers,” in L. S. Harris (ed.), Problems of Drug Dependence 1994: Proceedings of the 56th Annual Scientific Meeting, The College on Problems of Drug Dependence. National Institute on Drug Abuse Research Monograph 153 (Rockville, Md.: National Institute on Drug Abuse Research, 1995), p. 212,",
94,GAO/GGD-97-42,59b,68,Monograph ,,,,,Not found in WoS,"K. Silverman et al., “Voucher-Based Reinforcement of Cocaine Abstinence: Effects of Reinforcement Schedule,” in L. S. Harris (ed.), Problems of Drug Dependence 1995: Proceedings of the 57th Annual Scientific Meeting, The College on Problems of Drug Dependence. National Institute on Drug Abuse Research Monograph, in press.",
95,GAO/GGD-97-42,59c,100,?,,,,,,"NIDA Notes, 10:5 (September-October 1995), 10 and 14.",
98,GAO/GGD-97-42,62a,7,Article,,,WOS:A1995RH46500004,7562262,,"Andrew Rosenblum et al., “Treatment Intensity and Reduction in Drug Use for Cocaine-Dependent Methadone Patients: A Dose Response Relationship.”",
99,GAO/GGD-97-42,62b,8,Conference Proceeding,,,,,Not found in Wos,"Andrew Rosenblum et al., “Treatment Intensity and Reduction in Drug Use for Cocaine-Dependent Methadone Patients: A Dose Response Relationship.” A prior version of this paper was presented at the American Society of Addiction Medicine Annual Conference, New York, New York, April 1994.",
50,GAO/GGD-97-42,Table II. 2: a.1,57,Report,,,,,Not found in WoS,"Gilbert J. Botvin, “Preventing Adolescent Drug Abuse Through Life Skills Training: Intervention Approach and Evaluation Results,” Community Epidemiology Work Group (CEWG), June 1996, 451-459;",
51,GAO/GGD-97-42,Table II. 2: a.2,56,Article,,,WOS:A1995QR05900029,,,"Gilbert J. Botvin et al., “Long-term Follow-up Results of a Randomized Drug Abuse Prevention Trial in a White Middle-Class Population,” Journal of the American Medical Association, 273:14 (1995), 1106-12.",
52,GAO/GGD-97-42,Table II. 2: b,103,Article,,,WOS:A1993KY30400007,8491635,,"Phyllis L. Ellickson, Robert M. Bell, and Ellen R. Harrison, “Changing Adolescent Propensities to Use Drugs: Results from Project ALERT,” Health Education Quarterly, 20:2 (summer 1993), 227-42.",
53,GAO/GGD-97-42,Table II. 2: c,55,Article,,,WOS:A1995RU67900005,,,"Gilbert J. Botvin et al., “Effectiveness of Culturally Focused and Generic Skills Training Approaches to Alcohol and Drug Abuse Prevention Among Minority Adolescents: Two-Year Follow-Up Results,” Psychology of Addictive Behaviors, 9:3 (1995), 183-94.",
54,GAO/GGD-97-42,Table II. 2: d,127,Article,,,WOS:A1991FL87300008,1862062,,"William B. Hansen and John W. Graham, “Preventing Alcohol, Marijuana, and Cigarette Use Among Adolescents: Peer Pressure Resistance Training Versus Establishing Conservative Norms,” Preventive Medicine, 20 (1991), 414-30.",
55,GAO/GGD-97-42,Table II. 2: e,80,Article,,,WOS:A1990EJ73100004,,,"Leona L. Eggert et al., “Effects of a School-Based Prevention Program for Potential High School Dropouts and Drug Abusers,” International Journal of the Addictions, 25:7 (1990), 773-801.",
56,GAO/GGD-97-42,Table II. 2: f.1,65,Unpublished document,,,,,,J. David Hawkins et al. entitled “Promoting Academic Success and Preventing Crime in Urban America: Six-Year Follow-Up Effects of the Seattle Social Development Project”,
57,GAO/GGD-97-42,Table II. 2: f.2,4,Unpublished document,,,,,,"a set of unpublished 6-year follow-up documents from Hawkins et al. provided to GAO on November 28, 1996.",
58,GAO/GGD-97-42,Table II. 2: g.1,87,Unpublished document,,,,,,Mary Ann Pentz entitled “Preventing Drug Abuse Through the Community: Multi-component Programs Make the Difference”,
59,GAO/GGD-97-42,Table II. 2: g.2,86,Unpublished document,,,,,,Mary Ann Pentz’s “Benefits of Integrating Strategies in Different Settings.”,
60,GAO/GGD-97-42,Table II. 2: h,52,Article,,/10.3109/10826089609045805,WOS:A1996UD34300002,8834005,,"G. Aktan, K. L. Kumpfer, and C. Turner, “The Safe Haven Program: Effectiveness of a Family Skills Training Program for Substance Abuse Prevention With Inner City African-American Families,” International Journal of the Addictions, 31 (1996), 158-75.",
61,GAO/GGD-97-42,Table II. 2: i,125,Article,,,WOS:A1995RL12800004,7673531,,"Thomas J. Dishion and David W. Andrews, “Preventing Escalation Problem Behaviors with High-Risk Young Adolescents: Immediate and 1-Year Outcomes,” Journal of Consulting and Clinical Psychology, 63:4 (1995), 538-48.",
62,GAO/GGD-97-42,Table II. 2: j,26,Article,,,WOS:A1996UX22100009,8669519,,"Cheryl L. Perry et al., “Project Northland: Outcomes of a Communitywide Alcohol Use Prevention Program During Early Adolescence,” American Journal of Public Health, 86:7 (1996), 956-65.",
73,GAO/GGD-97-42,Table II.3: a,69,Article,,,WOS:A1994NC03000002,,,"Kathleen Carroll et al., “Psychotherapy and Pharmacotherapy for Ambulatory Cocaine Abusers,” Archives of General Psychiatry, 51 (1994), 177-87.",
74,GAO/GGD-97-42,Table II.3: b,70,Article,,,WOS:A1991GB16900001,,,"Kathleen Carroll et al., “A Comparative Trial of Psychotherapies for Ambulatory Cocaine Abusers: Relapse Prevention and Interpersonal Psychotherapy,” American Journal of Drug and Alcohol Abuse, 17:3 (1991), 229-47.",
75,GAO/GGD-97-42,Table II.3: c,10,Monograph,,,,8289894,,"Arnold Washton and Nannette Stone-Washton, “Outpatient Treatment of Cocaine and Crack Addiction: A Clinical Perspective,” National Institute on Drug Abuse Research Monograph #135 (Rockville, Md.: National Institute on Drug Abuse, 1993), pp. 15-30.",
76,GAO/GGD-97-42,Table II.3: d,49,Article,,,WOS:A1994MY61500001,8192128,,"Elizabeth Wells et al., “Outpatient Treatment for Cocaine Abuse: A Controlled Comparison of Relapse Prevention and Twelve-Step Approaches,” American Journal of Drug and Alcohol Abuse, 20:1 (1994), 1-17.",
77,GAO/GGD-97-42,Table II.3: e,112,Article,,,WOS:A1991GD55200016,1883001,,"Stephen Higgins et al., “A Behavioral Approach to Achieving Initial Cocaine Abstinence,” American Journal of Psychiatry, 148:9 (1991), 1218-24.",
78,GAO/GGD-97-42,Table II.3: f,111,Article,,,WOS:A1993LA32300014,8480823,,"Stephen Higgins et al., “Achieving Cocaine Abstinence With a Behavioral Approach,” American Journal of Psychiatry, 150:5 (1993), 763-69.",
79,GAO/GGD-97-42,Table II.3: g.1,67,Monograph ,,,,,Not found in WoS,"K. Silverman et al., “Differential Reinforcement of Sustained Cocaine Abstinence in Intravenous Polydrug Abusers,” in L. S. Harris (ed.), Problems of Drug Dependence 1994: Proceedings of the 56th Annual Scientific Meeting, The College on Problems of Drug Dependence. National Institute on Drug Abuse Research Monograph 153 (Rockville, Md.: National Institute on Drug Abuse Research, 1995), p. 212,",
80,GAO/GGD-97-42,Table II.3: g.2,68,Monograph ,,,,,Not found in WoS,"K. Silverman et al., “Voucher-Based Reinforcement of Cocaine Abstinence: Effects of Reinforcement Schedule,” in L. S. Harris (ed.), Problems of Drug Dependence 1995: Proceedings of the 57th Annual Scientific Meeting, The College on Problems of Drug Dependence. National Institute on Drug Abuse Research Monograph, in press.",
81,GAO/GGD-97-42,Table II.3: g.3,100,?,,,,,,"NIDA Notes, 10:5 (September-October 1995), 10 and 14.",
