pmid_int,wos_id,grant_number,grant_organization,country,Agencies,,
19349543,WOS:000266195400020,CA21115,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA14028,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA46441,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA32102,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA35281,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA46113,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA76132,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA35261,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA76429,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA52654,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA45807,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA63844,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA04919,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA35192,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA46368,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA58882,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19349543,WOS:000266195400020,CA45560,"National Cancer Institute, United States Department of Health and Human Services",USA,7,,
19201693,WOS:000263399100040,CA82699,National Cancer Institute. NIH,USA,7,,
19201693,WOS:000263399100040,CA107974,National Cancer Institute. NIH,USA,7,,
21035406,WOS:000284658600013,CA 114747,National Cancer Institute's In-vivo Cellular and Molecular Imaging Center,USA,7,,
20143434,WOS:000275983500020,P50AT002779,National Center for Complementary and Alternative Medicine (NCCAM),USA,7,,
21465316,WOS:000292973400008,P50AT002779,National Center for complementary and Alternative Medicine (NCCAM),USA,7,,
18509359,WOS:000260368800019,1 RO1 AT002536,"National Center for Complementary and Alternative Medicine, NCCAM/NIH",USA,7,,
20526349,WOS:000279631900029,U54 DA21519-01A1,National Center for Integrative Bioinformatics,USA,7,,
18323581,WOS:000260367500007,RR00168-46,National Center for Research Resources,USA,7,,
19660725,WOS:000269178400013,K30-RR022270,National Center for Research Resources,USA,7,,
19439349,WOS:000266799100013,5UL1RR024143-02,National Center for Research Resources,USA,7,,
20837404,WOS:000286547400014,U54 RR020278-01,National Center for Research Resources,USA,7,,
18794853,WOS:000259651000022,U54 RR020278,National Center for Research Resources,USA,7,,
19088044,WOS:000261782600037,MO1-RR-30,National Center for Research Resources,USA,7,,
19487463,WOS:000267939400024,NIH P20 RR16462,National Center for Research Resources,USA,7,,
18323581,WOS:000260367500007,RR016020-06,National Center for Research Resources,USA,7,,
19825997,WOS:000271064800013,K01RR021879,National Center For Research Resources,USA,7,,
18768667,WOS:000259422400052,2P20RR016437-06,National Center for Research Resources,USA,7,,
19898481,WOS:000272144900013,U54 RR020278,National Center for Research Resources,USA,7,,
19057377,WOS:000262872700005,P20-RR015577,National Center for Research Resources,USA,7,,
19369244,WOS:000269438400036,UL1 RR024153,National Center for Research Resources (NCRR),USA,7,,
21216929,WOS:000288153900018,RR024148,"National Center for Research Resources, a component of the NIH Roadmap for Medical Research",USA,7,,
20118280,WOS:000274768900009,C06 RR 15490,"National Center for Research Resources, National Institutes of Health",USA,7,,
19147248,WOS:000264145600001,T37 MD001425-09,"National Center of Minority Health & Health Disparities, National Institutes of Health",USA,7,,
21346233,WOS:000288751200008,519CA113341,National Cooperative Drug Discovery Groups National Institutes of Health/National Cancer Institute,USA,7,,
18719078,WOS:000261193900009,R01 EY1316905,National Eye Institute,USA,7,,
NA,WOS:000284311500036,P30-EY08098,National Eye Institute,USA,7,,
NA,WOS:000284311500036,K23064396,National Eye Institute,USA,7,,
NA,WOS:000284311500036,R01 EY018355,National Eye Institute,USA,7,,
19661223,WOS:000273264200006,R24EY017045,National Eye Institute,USA,7,,
20089875,WOS:000277846500003,R24EY017045,National Eye Institute,USA,7,,
19369244,WOS:000269438400036,EY08098,National Eye Institute (NEI),USA,7,,
18719078,WOS:000261193900009,P30 EY 02687,National Eye Institute Vision Core,USA,7,,
19700662,WOS:000271495500042,U42 RR16578,National Gene Vector Laboratories,USA,7,,
19028261,WOS:000262177800006,5P50 HL 074 732-03,National Heart Ling and Blood Institute,USA,7,,
20634204,WOS:000281714100054,K99HL094535,"National Heart, Lung and Blood Institute",USA,7,,
21807741,WOS:000296716000007,HL68628,"National Heart, Lung and Blood Institute of the National Institutes of Health",USA,7,,
20858880,WOS:000282007900020,N01 HC-15103,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH32108-9,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH22110,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,R01 HL-075366,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,N01-HC-75150,"National Heart, Lung, and Blood Institute",USA,7,,
19825957,WOS:000271043500007,HB-37-165,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH32115,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,N01 HC-55222,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH44221,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,U01 HL080295,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,N01-HC-85079,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,N01-HC-35129,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH42129-32,"National Heart, Lung, and Blood Institute",USA,7,,
19443656,WOS:000269380600035,U54HL081007,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH32105-6,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH32100-2,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,N01-HC-80007,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH24152,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,N01-HC-85086,"National Heart, Lung, and Blood Institute",USA,7,,
18775851,WOS:000260722600014,HL-68151,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH32111-13,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH32122,"National Heart, Lung, and Blood Institute",USA,7,,
20858880,WOS:000282007900020,N01-HC-45133,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH32118-32119,"National Heart, Lung, and Blood Institute",USA,7,,
19196674,WOS:000263028800004,N01WH42107-26,"National Heart, Lung, and Blood Institute",USA,7,,
20514052,WOS:000281601600010,2006AA02A247,National High Biotechnology Development Program of China,USA,7,,
18414668,WOS:000260867300017,2006AA02A306,National High-Tech Research and Development Program of China,USA,7,,
19658180,WOS:000271167900019,CA29605,National histitutes of Health/National Cancer Institute,USA,7,,
19182786,WOS:000263209000025,HG03067-05,National Human Genome Research Institute,USA,7,,
20634204,WOS:000281714100054,HG002651,National Human Genome Research Institute,USA,7,,
20634204,WOS:000281714100054,HG005214,National Human Genome Research Institute,USA,7,,
20634204,WOS:000281714100054,HG000040,National Human Genome Research Institute,USA,7,,
20634204,WOS:000281714100054,HG000376,National Human Genome Research Institute,USA,7,,
20169195,WOS:000274474600001,1P41HG004118-01A1,National Human Genome Research Institute,USA,7,,
20393555,WOS:000276635000030,U54 HG003079,National Human Genome Research Institute (NHGRI),USA,7,,
18327587,WOS:000259670900012,K23-RR16536 ECD,National Inst. of Health,USA,7,,
20634204,WOS:000281714100054,DK062370,National Institue of Diabetes and Digestive and Kidney Diseases,USA,7,,
18688285,WOS:000258936500017,T32 AI07634,"National Institute for Allergy and Infectious Diseases, NIH",USA,7,,
19349144,WOS:000271731300006,6/13/01,National Institute for Health Research (NIHR) Health Technology Assessment Programme,USA,7,,
19625624,WOS:000268667600067,NS050151,National Institute for Neurological Disorders and Stroke,USA,7,,
19743960,WOS:000275030400003,AG033485,National Institute of Aging,USA,7,,
19267370,WOS:000266368700008,U01 AG18033,National Institute of Aging,USA,7,,
19168789,WOS:000265846300021,R01 AI065325,National Institute of Allergy and Infectious Diseases,USA,7,,
19168789,WOS:000265846300021,RO1AI064066,National Institute of Allergy and Infectious Diseases,USA,7,,
19656874,WOS:000270121600003,P51 RR000164,National Institute of Allergy and Infectious Diseases,USA,7,,
19168789,WOS:000265846300021,AI30034,National Institute of Allergy and Infectious Diseases,USA,7,,
19168789,WOS:000265846300021,R21AI069935,National Institute of Allergy and Infectious Diseases,USA,7,,
18780793,WOS:000259438500066,5T32 AI005284-30,National Institute of Allergy and Infectious Diseases,USA,7,,
19564349,WOS:000267738700014,AI40874,National Institute of Allergy and Infectious Diseases,USA,7,,
19168789,WOS:000265846300021,P51 RR000164,National Institute of Allergy and Infectious Diseases,USA,7,,
19043418,WOS:000261788800009,AI071309,National Institute of Allergy and Infectious Diseases,USA,7,,
19656874,WOS:000270121600003,R01 AI064066,National Institute of Allergy and Infectious Diseases,USA,7,,
19299696,WOS:000264574600011,AI061587,National Institute of Allergy and Infectious Diseases,USA,7,,
19656874,WOS:000270121600003,R01 AI065325,National Institute of Allergy and Infectious Diseases,USA,7,,
19043418,WOS:000261788800009,HHSN26620050030C,National Institute of Allergy and Infectious Diseases,USA,7,,
19656874,WOS:000270121600003,P20 RR020159,National Institute of Allergy and Infectious Diseases,USA,7,,
19656874,WOS:000270121600003,R21 AI069935,National Institute of Allergy and Infectious Diseases,USA,7,,
19168789,WOS:000265846300021,P20 RR020159,National Institute of Allergy and Infectious Diseases,USA,7,,
19564349,WOS:000267738700014,AI13013,National Institute of Allergy and Infectious Diseases,USA,7,,
19479879,WOS:000267116800033,A1-071651,National Institute of Allergy and Infectious Diseases Clinical Research,USA,7,,
19279209,WOS:000264790600064,HHSN266200700005C,"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Department of Health and Human Services",USA,7,,
20118280,WOS:000274768900009,AR46256,National Institute of Arthritis and Musculoskeletal,USA,7,,
20506305,WOS:000283059100031,R01-AR-48289,National Institute of Arthritis and Musculoskeletal and Skin Diseases,USA,7,,
19180499,WOS:000263276400032,R01-AR-054822,National Institute of Arthritis and Musculoskeletal and Skin Diseases,USA,7,,
19705136,WOS:000274087100008,R01 AR042742,"National Institute of Arthritis, Musculoskeletal, and Skin Diseases",USA,7,,
19705136,WOS:000274087100008,R01 AR050511,"National Institute of Arthritis, Musculoskeletal, and Skin Diseases",USA,7,,
19185954,WOS:000264561100002,K23AR051125,"National Institute of Arthritis, Musculoskeletal, and Skin Diseases",USA,7,,
18930517,WOS:000260940100023,ID05-24,National Institute of Biomedical Innovation,USA,7,,
19237610,WOS:000265740000020,U54HD28934,National Institute of Child Health and Human Development,USA,7,,
21303972,WOS:000287352600030,HD16910,National Institute of Child Health and Human Development,USA,7,,
19622402,WOS:000269682800006,P50 DE019032,National Institute of Dental and Craniofacial Research (NIDCR),USA,7,,
20181974,WOS:000274845600011,DK77814,National Institute of Diabetes and Digestive and Kidney Diseases,USA,7,,
19461489,WOS:000266431500014,P30DK079333,National Institute of Diabetes Digestive and Kidney Diseases (NIDDK),USA,7,,
19461489,WOS:000266431500014,K08DK073036,National Institute of Diabetes Digestive and Kidney Diseases (NIDDK),USA,7,,
19052619,WOS:000261340000031,NIH5P60- DK20572,"National Institute of Diabetes, Digestive, and Kidney Diseases",USA,7,,
21303972,WOS:000287352600030,Z01 ES5050167,National Institute of Environmental Health Sciences,USA,7,,
18802038,WOS:000261845900005,2T32GM007171,National Institute of General Medical Sciences,USA,7,,
19426233,WOS:000265409800023,RO1AI007289,National Institute of Health,USA,7,,
19651643,WOS:000269956000007,6 P30 CA14089,National Institute of Health,USA,7,,
18785201,WOS:000261112900032,HL043851,National Institute of Health,USA,7,,
19262571,WOS:000264500800011,P50 CA89393,National Institute of Health,USA,7,,
18785201,WOS:000261112900032,CA49449,National Institute of Health,USA,7,,
18785201,WOS:000261112900032,CA047988,National Institute of Health,USA,7,,
19426130,WOS:000267978000012,RO1CA56103,National Institute of Health,USA,7,,
18785201,WOS:000261112900032,NICHD K12 HD051959-01,National Institute of Health,USA,7,,
19738603,WOS:000274447200015,RO1EB007357,National Institute of Health,USA,7,,
18812472,WOS:000262162800015,CA-33399,National Institute of Health,USA,7,,
19262571,WOS:000264500800011,U54 CA 126515,National Institute of Health,USA,7,,
20505368,WOS:000280154100007,2T32 CA091078-06,National Institute of Health,USA,7,,
21215704,WOS:000287290300010,P01-CA094060,National Institute of Health,USA,7,,
19046489,WOS:000261741800006,T32CA082088,National Institute of Health,USA,7,,
21215704,WOS:000287290300010,K08-CA134833,National Institute of Health,USA,7,,
18812472,WOS:000262162800015,CA-49605,National Institute of Health,USA,7,,
19011760,WOS:000269884100008,MO1 RR00080,National Institute of Health,USA,7,,
19262571,WOS:000264500800011,PO1 CA80111,National Institute of Health,USA,7,,
18779415,WOS:000260797200005,K23 NS048869,National Institute of Health,USA,7,,
18812472,WOS:000262162800015,CA-34233,National Institute of Health,USA,7,,
19426130,WOS:000267978000012,PO1CA73743,National Institute of Health,USA,7,,
18677475,WOS:000262280000010,GM57980,National Institute of Health,USA,7,,
18785201,WOS:000261112900032,CA82838,National Institute of Health,USA,7,,
19426130,WOS:000267978000012,T32CA82084,National Institute of Health,USA,7,,
18785201,WOS:000261112900032,CA87969,National Institute of Health,USA,7,,
19426233,WOS:000265409800023,U54 GM074945,National Institute of Health,USA,7,,
20549206,WOS:000279198000010,1P01CA100327,National Institute of Health (NIH),USA,7,,
20549206,WOS:000279198000010,1P01 CA132714,National Institute of Health (NIH),USA,7,,
20549206,WOS:000279198000010,1R01NS055140,National Institute of Health (NIH),USA,7,,
20549206,WOS:000279198000010,2P01NS40923,National Institute of Health (NIH),USA,7,,
18840080,WOS:000260078800013,R01 AI 054719-01,National Institute of Health/National Institute of Allergy and Infectious Diseases,USA,7,,
20837950,WOS:000282643600034,MH63892,National Institute of Mental Health,USA,7,,
20634204,WOS:000281714100054,MH084698,National Institute of Mental Health,USA,7,,
19273778,WOS:000263989500009,MH63892,National Institute of Mental Health,USA,7,,
19135695,WOS:000264252200016,NS060647,National Institute of Neurological Disorders and Stroke,USA,7,,
18678898,WOS:000258560700044,NS052632,National Institute of Neurological Disorders and Stroke,USA,7,,
21802840,WOS:000294884500004,U01NS069997,National Institute of Neurological Disorders and Stroke,USA,7,,
19152070,WOS:000267683600002,NS049309,National Institute of Neurological Disorders and Stroke (NIH/NINDS),USA,7,,
19475538,WOS:000278428200001,M01RR00082,"National Institute of Research Resources, National Institutes of Health",USA,7,,
20858880,WOS:000282007900020,N01-AG-6-2103,National Institute on Aging,USA,7,,
20837698,WOS:000282649800015,F30AG030298,National Institute on Aging,USA,7,,
20858880,WOS:000282007900020,N01-AG-6-2106,National Institute on Aging,USA,7,,
19304907,WOS:000266438300010,U01 AI-056487-01,National Institute on Aging,USA,7,,
20858880,WOS:000282007900020,R01 AG-20098,National Institute on Aging,USA,7,,
20858880,WOS:000282007900020,AG-023629,National Institute on Aging,USA,7,,
20858880,WOS:000282007900020,AG-032317,National Institute on Aging,USA,7,,
20858880,WOS:000282007900020,N01-AG-6-2101,National Institute on Aging,USA,7,,
20858880,WOS:000282007900020,AG027058,National Institute on Aging,USA,7,,
20858880,WOS:000282007900020,R01 AG-15928,National Institute on Aging,USA,7,,
19802008,WOS:000273373500004,MD 21224,"National Institute on Aging, Baltimore, USA",USA,7,,
20638713,WOS:000281266800032,1DP1DA026182-01,National Institute on Drug Abuse at the US National Institutes of Health,USA,7,,
18675345,WOS:000259378600013,1 PO1 CA100265,National Institutes for Health of the USA,USA,7,,
19098894,WOS:000262440900031,R01HD054413,National Institutes of Child Health and Human Development,USA,7,,
19098894,WOS:000262440900031,T32GM008396,National Institutes of General Medical Sciences,USA,7,,
19507029,WOS:000277283500029,AI007411,National Institutes of Health,USA,7,,
18794799,WOS:000261384100007,AI-28697,National Institutes of Health,USA,7,,
19564351,WOS:000267738700002,R01CA115815,National Institutes of Health,USA,7,,
20129249,WOS:000274471300011,CA120060,National Institutes of Health,USA,7,,
18724359,WOS:000260038300042,K08-111733,National Institutes of Health,USA,7,,
19414749,WOS:000265899800014,K08AR048303,National Institutes of Health,USA,7,,
21248270,WOS:000286381200008,U19 AIO57234,National Institutes of Health,USA,7,,
20300138,WOS:000275849500007,AR055695,National Institutes of Health,USA,7,,
19273860,WOS:000264522600041,AI091130,National Institutes of Health,USA,7,,
18755739,WOS:000263834800003,CA-86368,National Institutes of Health,USA,7,,
18789730,WOS:000259708900019,RO-1 CA78846,National Institutes of Health,USA,7,,
20064377,WOS:000273048700019,CA94060,National Institutes of Health,USA,7,,
20619696,WOS:000280418100016,AI59752,National Institutes of Health,USA,7,,
18977329,WOS:000260702800009,R01CA093405,National Institutes of Health,USA,7,,
19664943,WOS:000269338600016,HHSN26620050030C,National Institutes of Health,USA,7,,
22010182,WOS:000296662700006,DK36256,National Institutes of Health,USA,7,,
18711136,WOS:000258905700069,CA120060-01,National Institutes of Health,USA,7,,
20026746,WOS:000273956400010,AI077504,National Institutes of Health,USA,7,,
18713966,WOS:000259511800004,R01-AI063626,National Institutes of Health,USA,7,,
20071660,WOS:000277619000007,M01-RR-00037,National Institutes of Health,USA,7,,
20038800,WOS:000273495700026,CA105001,National Institutes of Health,USA,7,,
20956346,WOS:000283848000026,P30 CA43703,National Institutes of Health,USA,7,,
19808772,WOS:000271098700011,RO1CA124481-01,National Institutes of Health,USA,7,,
21441909,WOS:000289949600037,RO1GM058833,National Institutes of Health,USA,7,,
20162573,WOS:000283609500024,1P50CA127003-02,National Institutes of Health,USA,7,,
19150980,WOS:000264195600065,R01 CA103866,National Institutes of Health,USA,7,,
19053174,WOS:000261913700023,CA126540,National Institutes of Health,USA,7,,
19965675,WOS:000275751200006,DK49786,National Institutes of Health,USA,7,,
19172691,WOS:000258716600013,AI069259,National Institutes of Health,USA,7,,
20981101,WOS:000283548600048,CA140599,National Institutes of Health,USA,7,,
20686130,WOS:000281122600009,R56AI079188,National Institutes of Health,USA,7,,
19185849,WOS:000263251400011,R01 CA103866,National Institutes of Health,USA,7,,
19553629,WOS:000272355900003,CA30276,National Institutes of Health,USA,7,,
19759356,WOS:000272190700007,RO1 R01CA131027,National Institutes of Health,USA,7,,
19098919,WOS:000263178500010,2P01A139671-07,National Institutes of Health,USA,7,,
19741227,WOS:000269659400009,R01 NS 041198,National Institutes of Health,USA,7,,
19540807,WOS:000268504800012,R01-AI080455,National Institutes of Health,USA,7,,
18832696,WOS:000260025300031,R01CA112431,National Institutes of Health,USA,7,,
21030558,WOS:000286426300010,5K23A10675670-5,National Institutes of Health,USA,7,,
19417208,WOS:000269380300016,K23 CA133196,National Institutes of Health,USA,7,,
20458050,WOS:000278548000003,R21-CA117079,National Institutes of Health,USA,7,,
18760640,WOS:000259708900012,A1071195,National Institutes of Health,USA,7,,
19540807,WOS:000268504800012,R01-AG25150,National Institutes of Health,USA,7,,
NA,WOS:000272363700005,"NIH, 5P50NS052606",National Institutes of Health,USA,7,,
20656683,WOS:000281740100004,RO1 AI054670,National Institutes of Health,USA,7,,
21199646,WOS:000291232200013,NIH-R01DK064265,National Institutes of Health,USA,7,,
19380816,WOS:000275119200063,1RO1 CA 84488,National Institutes of Health,USA,7,,
18812196,WOS:000261565500018,R01 EY1 1916,National Institutes of Health,USA,7,,
19535626,WOS:000275119400012,NS45290,National Institutes of Health,USA,7,,
19165226,WOS:000263180900012,RO3DE016868,National Institutes of Health,USA,7,,
18977329,WOS:000260702800009,R01CA120979,National Institutes of Health,USA,7,,
18799141,WOS:000259708900002,P01 A1078897,National Institutes of Health,USA,7,,
19915058,WOS:000272478800045,CA100327,National Institutes of Health,USA,7,,
18701712,WOS:000258723800035,DK02212,National Institutes of Health,USA,7,,
20981101,WOS:000283548600048,CA106610,National Institutes of Health,USA,7,,
18941113,WOS:000265052300021,CA33399,National Institutes of Health,USA,7,,
20596022,WOS:000279343800045,R01AR52579,National Institutes of Health,USA,7,,
21833016,WOS:000296982400017,AR-054593,National Institutes of Health,USA,7,,
20231499,WOS:000275582800010,R01CA106807,National Institutes of Health,USA,7,,
18713966,WOS:000259511800004,U19-AI-46358,National Institutes of Health,USA,7,,
18809714,WOS:000259656700007,CA100062,National Institutes of Health,USA,7,,
20129249,WOS:000274471300011,R01CA135257,National Institutes of Health,USA,7,,
18711136,WOS:000258905700069,CA94281,National Institutes of Health,USA,7,,
19089397,WOS:000263843100003,U54CA126513,National Institutes of Health,USA,7,,
19429865,WOS:000268491100016,AI63553,National Institutes of Health,USA,7,,
18713984,WOS:000259511800022,R01 HL077296,National Institutes of Health,USA,7,,
20300138,WOS:000275849500007,AI074878,National Institutes of Health,USA,7,,
19204112,WOS:000266008800009,AI057956,National Institutes of Health,USA,7,,
20118985,WOS:000276951500004,R01CA135257-01,National Institutes of Health,USA,7,,
19507029,WOS:000277283500029,CA18029,National Institutes of Health,USA,7,,
19029990,WOS:000261197200015,AI49388,National Institutes of Health,USA,7,,
19429865,WOS:000268491100016,AI51693,National Institutes of Health,USA,7,,
19414815,WOS:000265899800080,T32-CA09509,National Institutes of Health,USA,7,,
19962665,WOS:000272693700006,GM55692,National Institutes of Health,USA,7,,
20921459,WOS:000283585200025,5P50 NS20023,National Institutes of Health,USA,7,,
20118985,WOS:000276951500004,RO1CA114465-04,National Institutes of Health,USA,7,,
20713713,WOS:000281468500030,RO1 CA78461,National Institutes of Health,USA,7,,
19211796,WOS:000263844100069,2P01CA066726,National Institutes of Health,USA,7,,
21441909,WOS:000289949600037,F32GM0860552,National Institutes of Health,USA,7,,
19366986,WOS:000267147100014,HD41187,National Institutes of Health,USA,7,,
18812196,WOS:000261565500018,R01 A144142,National Institutes of Health,USA,7,,
21441909,WOS:000289949600037,RO1AI080885,National Institutes of Health,USA,7,,
19351826,WOS:000265314900001,R01 CA117881,National Institutes of Health,USA,7,,
19783679,WOS:000270830300041,P01 AI39671,National Institutes of Health,USA,7,,
19188497,WOS:000266008800015,AI59880,National Institutes of Health,USA,7,,
18812196,WOS:000261565500018,R01 AGI 5043,National Institutes of Health,USA,7,,
20631314,WOS:000280661900007,R01 NS060632,National Institutes of Health,USA,7,,
20981102,WOS:000283548600049,CA106610,National Institutes of Health,USA,7,,
21098274,WOS:000285521500082,R01CA115767,National Institutes of Health,USA,7,,
19454692,WOS:000266258300039,R01 CA 126944,National Institutes of Health,USA,7,,
21237630,WOS:000290196200023,CA136551,National Institutes of Health,USA,7,,
21098274,WOS:000285521500082,R01CA126642,National Institutes of Health,USA,7,,
19542230,WOS:000268963100041,AI 39678,National Institutes of Health,USA,7,,
20412787,WOS:000280024800024,P50 CA093372,National Institutes of Health,USA,7,,
19454692,WOS:000266258300039,R01 CA85686,National Institutes of Health,USA,7,,
18977329,WOS:000260702800009,R01A151415,National Institutes of Health,USA,7,,
19594950,WOS:000269182900001,N01-CO-12400,National Institutes of Health,USA,7,,
20596022,WOS:000279343800045,R01AR44422,National Institutes of Health,USA,7,,
20185584,WOS:000276956500023,AI073587,National Institutes of Health,USA,7,,
19342643,WOS:000265004700026,R01 CA127153,National Institutes of Health,USA,7,,
19535626,WOS:000275119400012,P01 DK071176,National Institutes of Health,USA,7,,
21346233,WOS:000288751200008,5-T32 AI007247,National Institutes of Health,USA,7,,
20033049,WOS:000272996000050,R01AG2400401,National Institutes of Health,USA,7,,
26061376,WOS:000209380400001,AG20052,National Institutes of Health,USA,7,,
20176653,WOS:000277447600013,R01 ES011740,National Institutes of Health,USA,7,,
20458050,WOS:000278548000003,R01-CA118764,National Institutes of Health,USA,7,,
18812196,WOS:000261565500018,R01 AR41974,National Institutes of Health,USA,7,,
19047046,WOS:000264195600019,RO1-ES09169,National Institutes of Health,USA,7,,
18724359,WOS:000260038300042,R01-CA87847,National Institutes of Health,USA,7,,
19573809,WOS:000267786100006,P50CA112967,National Institutes of Health,USA,7,,
21237630,WOS:000290196200023,SPORE TE4924,National Institutes of Health,USA,7,,
19211796,WOS:000263844100069,5P50CA083638,National Institutes of Health,USA,7,,
20298967,WOS:000276142000021,R01NS055628,National Institutes of Health,USA,7,,
19123972,WOS:000262297600002,HL59157,National Institutes of Health,USA,7,,
18775988,WOS:000260760800022,CA118918,National Institutes of Health,USA,7,,
19632178,WOS:000268277000010,5R01HL058770-08,National Institutes of Health,USA,7,,
20631314,WOS:000280661900007,R21 A1077329,National Institutes of Health,USA,7,,
19641184,WOS:000270834500013,CA33399,National Institutes of Health,USA,7,,
20385880,WOS:000277530700047,5R01HL081663-05,National Institutes of Health,USA,7,,
20458050,WOS:000278548000003,R01-CA129371,National Institutes of Health,USA,7,,
20530286,WOS:000281757400012,PO-1 CA84512,National Institutes of Health,USA,7,,
20371344,WOS:000276211100011,U01CA143233,National Institutes of Health,USA,7,,
19701189,WOS:000270006900010,P30 AG013319,National Institutes of Health,USA,7,,
21622859,WOS:000291799300022,DK081256-01,National Institutes of Health,USA,7,,
20159965,WOS:000275160800006,CA080999,National Institutes of Health,USA,7,,
19657110,WOS:000269659400008,U54-HG003079,National Institutes of Health,USA,7,,
19573809,WOS:000267786100006,P50CA093459,National Institutes of Health,USA,7,,
20231381,WOS:000275862800004,U54 CA-119335,National Institutes of Health,USA,7,,
19564351,WOS:000267738700002,R01CA122976,National Institutes of Health,USA,7,,
19001139,WOS:000261295300011,AI60379,National Institutes of Health,USA,7,,
19741227,WOS:000269659400009,R01 NS 047029,National Institutes of Health,USA,7,,
20018619,WOS:000273447100009,CA114931,National Institutes of Health,USA,7,,
19470921,WOS:000267133300023,R21CA099237,National Institutes of Health,USA,7,,
18941183,WOS:000260659000018,AI45515,National Institutes of Health,USA,7,,
21753853,WOS:000292690500050,R01-CA116779,National Institutes of Health,USA,7,,
19535626,WOS:000275119400012,DK60132,National Institutes of Health,USA,7,,
18973912,WOS:000261472400002,A1067309,National Institutes of Health,USA,7,,
21116649,WOS:000287211200003,CA132190,National Institutes of Health,USA,7,,
19804757,WOS:000270388600020,GM084010,National Institutes of Health,USA,7,,
18701712,WOS:000258723800035,DK56008,National Institutes of Health,USA,7,,
21248270,WOS:000286381200008,CA078846,National Institutes of Health,USA,7,,
20138542,WOS:000278674600007,CA099996,National Institutes of Health,USA,7,,
21430779,WOS:000288702200062,DK055381,National Institutes of Health,USA,7,,
19535620,WOS:000275119400016,RO1 CA084270,National Institutes of Health,USA,7,,
18757322,WOS:000259350200005,P01CA30195,National Institutes of Health,USA,7,,
18809920,WOS:000261914300035,AI071309,National Institutes of Health,USA,7,,
20385094,WOS:000276627800012,RO1CA46595,National Institutes of Health,USA,7,,
19667089,WOS:000269391400037,CA82529,National Institutes of Health,USA,7,,
18406516,WOS:000259628400006,P30 DK-58404,National Institutes of Health,USA,7,,
20308313,WOS:000276462600005,CA108961-05CDA,National Institutes of Health,USA,7,,
20056794,WOS:000275981900010,R01 CA114563-01,National Institutes of Health,USA,7,,
20515737,WOS:000282620300011,HL77288,National Institutes of Health,USA,7,,
20071660,WOS:000277619000007,CA18029,National Institutes of Health,USA,7,,
19098919,WOS:000263178500010,1R01NS045937-01,National Institutes of Health,USA,7,,
