wos_id,grant_number,grant_organization,country,agencies
WOS:000304114000014,P01-CA129243,National Cancer Institute at the National Institutes of Health,USA,1
WOS:000287914400015,P30 CA016672,National Cancer Institute through The University of Texas M.D. Anderson's Cancer Center,USA,1
WOS:000301944900001,HHSN261200800001E,"National Cancer Institute, National Institutes of Health",USA,1
WOS:000291463200006,KL2 RR024130,National Center for Research Resources,USA,1
WOS:000282221700021,UL1 RR024131,National Center for Research Resources,USA,1
WOS:000294537100012,1UL-RR024975,National Center for Research Resources,USA,1
WOS:000272796400007,M01-RR00064,National Center for Research Resources,USA,1
WOS:000294537100012,UL1RR025747,National Center for Research Resources,USA,1
WOS:000272419900015,U54 RR020278,National Center for Research Resources,USA,1
WOS:000294537100012,1UL1-RR025780,National Center for Research Resources,USA,1
WOS:000294537100012,1UL1-RR025744,National Center for Research Resources,USA,1
WOS:000294537100012,ULI-RR025014-03,National Center for Research Resources,USA,1
WOS:000272419900014,U54 RR020278,National Center for Research Resources,USA,1
WOS:000272419900009,U54 RR020278,National Center for Research Resources,USA,1
WOS:000302813000012,KL2 RR024130,National Center for Research Resources,USA,1
WOS:000294537100012,M01-RR02172,National Center for Research Resources,USA,1
WOS:000294537100012,UL1-RR0024979,National Center for Research Resources,USA,1
WOS:000294537100012,UL1-RR025011,National Center for Research Resources,USA,1
WOS:000288543500005,RR031228,National Center for Research Resources,USA,1
WOS:000294537100012,UL1-RR025005,National Center for Research Resources,USA,1
WOS:000285340200008,UL1 RR024992,National Center for Research Resources,USA,1
WOS:000275454500023,UL1RR024148,National Center For Research Resources,USA,1
WOS:000266672000010,ULI-RR2501401,National Center for Research Resources (NCRR),USA,1
WOS:000298369500005,UL1 RR024992,National Center for Research Resources (NCRR),USA,1
WOS:000276716800006,1UL1 RR024975-01,National Center for Research Resources and the National Institutes of Health [NIRR/NIH],USA,1
WOS:000296424200005,UL1 RR025014,National Center for Research Resources of the National Institutes of Health (NIH),USA,1
WOS:000296424200005,UL1 RR024153,National Center for Research Resources of the National Institutes of Health (NIH),USA,1
WOS:000296424200005,UL1 RR 025005,National Center for Research Resources of the National Institutes of Health (NIH),USA,1
WOS:000284310000004,UL1 RR025005,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,CTSA 1UL1 RR025744,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,GCRC M01 RR00070,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,CTSA UL1 RR024134,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,CTSA UL 1RR025747,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,M01 RR02172,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,CTSA UL1 RR024153,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,UL1 RR024989,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,K23 RR018611-05,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,CTSA UL1 RR025780,National Center for Research Resources of the NIH,USA,1
WOS:000284310000004,CTSA UL1 RR025014,National Center for Research Resources of the NIH,USA,1
WOS:000284213200011,1 UL1 RR024975,"National Center for Research Resources, National Institutes of Health",USA,1
WOS:000269673100009,U10 EY017280,"National Eye Institute ( National Institutes of Health, Department of Health and Human Services)",USA,1
WOS:000275297000034,HL51670,National Heart Lung and Blood Institute,USA,1
WOS:000275297000034,HL091842,National Heart Lung and Blood Institute,USA,1
WOS:000284676600008,HL091842,National Heart Lung and Blood Institute,USA,1
WOS:000284676600008,HL51670,National Heart Lung and Blood Institute,USA,1
WOS:000285182600009,HL51670,National Heart Lung and Blood Institute,USA,1
WOS:000285182600009,HL091842,National Heart Lung and Blood Institute,USA,1
WOS:000285182600009,HL097622,National Heart Lung and Blood Institute,USA,1
WOS:000259501300039,HL51670,National Heart Lung and Blood Institute,USA,1
WOS:000285157000001,N01 HV88210,"National Heart, Lung and Blood Institute",USA,1
WOS:000266438300015,HL-34322,"National Heart, Lung, and Blood Institute",USA,1
WOS:000268276100012,R01-HL-079904,"National Heart, Lung, and Blood Institute",USA,1
WOS:000266438300015,P50 HL-084934,"National Heart, Lung, and Blood Institute",USA,1
WOS:000268276100012,R01-HL-6234,"National Heart, Lung, and Blood Institute",USA,1
WOS:000266438300015,HL-084934,"National Heart, Lung, and Blood Institute",USA,1
WOS:000282221700021,1R01HL083760-04,"National Heart, Lung, and Blood Institute",USA,1
WOS:000268276100012,R01-HL-55330,"National Heart, Lung, and Blood Institute",USA,1
WOS:000282221700021,5R01HL095140-03,"National Heart, Lung, and Blood Institute",USA,1
WOS:000273981100043,K99,"National Heart, Lung, and Blood Institute (NIH)",USA,1
WOS:000281311500019,1K99HL097083,"National Heart, Lung, and Blood Institute (NIH)",USA,1
WOS:000273981100043,1K99HL097083,"National Heart, Lung, and Blood Institute (NIH)",USA,1
WOS:000266030700006,HL083531,"National Heart, Lung, and Blood Institute of the National Institutes of Health",USA,1
WOS:000266030700006,HL084132,"National Heart, Lung, and Blood Institute of the National Institutes of Health",USA,1
WOS:000284310000004,U01 HL081335,"National Heart, Lung, and Blood Institute of the NIH",USA,1
WOS:000268813300010,NO-HV-28120,"National Heart, Lung, and Blood Institute Proteomic Initiative",USA,1
WOS:000265125000036,1U01HG004802,National Human Genome Research Institute,USA,1
WOS:000276716800006,U01 HG04603,National Human Genome Research Institute,USA,1
WOS:000266672000010,U01-HL080310,National Institute for Digestive Disorders and Kidney (NIDDK),USA,1
WOS:000286589600001,6/28/01,National Institute for Health,USA,1
WOS:000288701100008,08-08-SCC,National Institute for Health Research,USA,1
WOS:000275030400003,AG033485,National Institute of Aging,USA,1
WOS:000262585700019,K-24 015287,National Institute of Alcohol Abuse and Alcoholism,USA,1
WOS:000286197900011,U01AI042170,"National Institute of Allergy and Infectious Disease, National Institutes of Health",USA,1
WOS:000286197900011,U01AI068641,"National Institute of Allergy and Infectious Disease, National Institutes of Health",USA,1
WOS:000286197900011,U01AI46362,"National Institute of Allergy and Infectious Disease, National Institutes of Health",USA,1
WOS:000293732100005,U01-AI068617,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000289078700001,U01AI068636,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000282221700021,UO1-AI-31834,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000282221700021,UO1-AI-34989,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000293732100005,UM1-AI068619,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000259680100015,K24 AI062476,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000275297000034,A1076671,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000288553800011,AI055273,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000282221700021,UO1-AI-34993,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000288553800011,K24AI069994,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000298386200014,U01AI068636,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000284676600008,AI076671,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000288553800011,RR16482,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000293732100005,UM1-AI068613,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000288553800011,K23AI075985,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000262489600011,F31AI075609,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000282221700021,UO1-AI-35004,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000288553800011,AI052745,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000282221700021,UO1-AI-42590,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000285182600009,AI076671,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000293732100005,U01-AI068619,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000259680100015,R37 AI42006,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000273649200001,U01AI068636,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000298386200014,AI68634,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000304364900007,K24-AI069994,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000259680100015,K25 AI50436,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000293732100005,UM1-AI068617,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000259501300039,AI076671,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000293732100005,U01-AI068613,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000282221700021,UO1-AI-34994,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000288553800011,R01 AI057020,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000288553800011,R01 AI087145,National Institute of Allergy and Infectious Diseases,USA,1
WOS:000291062200013,AI38855,"National Institute of Allergy and Infectious Diseases, National Institutes of Health",USA,1
WOS:000291062200013,U01AI068636,"National Institute of Allergy and Infectious Diseases, National Institutes of Health",USA,1
WOS:000291062200013,AI68634,"National Institute of Allergy and Infectious Diseases, National Institutes of Health",USA,1
WOS:000291062200013,AI069501,"National Institute of Allergy and Infectious Diseases, National Institutes of Health",USA,1
WOS:000273441000002,5U01AI046362-03,"National Institute of Allergy and Infectious Diseases, US National Institutes of Health",USA,1
WOS:000273441000002,U01-AI069907,"National Institute of Allergy and Infectious Diseases, US National Institutes of Health",USA,1
WOS:000273441000002,5U01AI042170-10,"National Institute of Allergy and Infectious Diseases, US National Institutes of Health",USA,1
WOS:000299531700021,K23AR055664,National Institute of Arthritis and Musculoskeletal and Skin Diseases,USA,1
WOS:000284676600008,DK54759,National Institute of Diabetes and Digestive and Kidney Diseases,USA,1
WOS:000275297000034,DK54759,National Institute of Diabetes and Digestive and Kidney Diseases,USA,1
WOS:000259501300039,DK54759,National Institute of Diabetes and Digestive and Kidney Diseases,USA,1
WOS:000294537100012,U01-HL080310,National Institute of Diabetes and Digestive and Kidney Diseases,USA,1
WOS:000285182600009,DK54759,National Institute of Diabetes and Digestive and Kidney Diseases,USA,1
WOS:000292299700055,5U01DK065193-04,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),USA,1
WOS:000292299700055,2U01-DK065184-06,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),USA,1
WOS:000292299700055,2U01-DK065176-06,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),USA,1
WOS:000292299700055,2U01-DK065211-06,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),USA,1
WOS:000292299700055,5U01-DK065238-08,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),USA,1
WOS:000292299700055,2U01-DK065201-06,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),USA,1
WOS:000264819700028,DK46635,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),USA,1
WOS:000279615100001,U01 DK062418,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),USA,1
WOS:000284310000004,K23 DK075788,National Institute of Diabetes and Digestive and Kidney Diseases of the National Institutes of Health (NIH),USA,1
WOS:000266438300015,P30 ES-10126,National Institute of Environmental Health Sciences,USA,1
WOS:000263834600010,P42ES07381,National Institute of Environmental Health Sciences,USA,1
WOS:000288543500005,GM085764,National Institute of General Medical Sciences,USA,1
WOS:000288543500005,GM070743,National Institute of General Medical Sciences,USA,1
WOS:000266397900017,GM-66309-01,National Institute of General Medical Sciences,USA,1
WOS:000281311500019,T32GM07753,National Institute of General Medical Sciences,USA,1
WOS:000273981100043,GMO41883,National Institute of General Medical Sciences,USA,1
WOS:000288543500005,GM076547,National Institute of General Medical Sciences,USA,1
WOS:000262627100024,P50 GM-66309,National Institute of General Medical Sciences (NIH),USA,1
WOS:000264425100004,GM-66309,National Institute of General Medical Sciences of the National Institute of Health,USA,1
WOS:000306061400062,HHSN 272 200900045C,National Institute of Health,USA,1
WOS:000298217500002,HHSN266200400025C,National Institute of Health,USA,1
WOS:000306061400062,AI 33993,National Institute of Health,USA,1
WOS:000298217500002,HHSN272200900045C,National Institute of Health,USA,1
WOS:000271601800005,RR00059,National Institute of Health General Clinical Research Centers Mechanism,USA,1
WOS:000265264300014,UL1 RR025752,National Institute of Health/National Center for Research Resources,USA,1
WOS:000281295500007,R01 MH60004,National Institute of Mental Health,USA,1
WOS:000281295500007,K23 DA15541,National Institute of Mental Health,USA,1
WOS:000281295500007,K23 MH01760,National Institute of Mental Health,USA,1
WOS:000281295500007,K01 MH65580,National Institute of Mental Health,USA,1
WOS:000281295500007,P50 MH080173,National Institute of Mental Health,USA,1
WOS:000207792300004,K08 MH64158,National Institute of Mental Health,USA,1
WOS:000281295500007,P30 MH60575,National Institute of Mental Health,USA,1
WOS:000272796400007,R01 NS043264,National Institute of Neurologic Diseases and Stroke,USA,1
WOS:000209395200022,AG06116,National Institute on Aging,USA,1
WOS:000263784600023,RO1,National Institute on Aging and from an Agency for Healthcare Research and Quality Center for Education and Research on Therapeutics,USA,1
WOS:000265377800010,1-Z01-AG000949-02,National Institute on Aging of the National Institutes of Health,USA,1
WOS:000273711700002,AG13196,"National Institute on Aging, US, NIH",USA,1
WOS:000259680100015,K01 DA017179,National Institute on Drug Abuse,USA,1
WOS:000281266800032,1DP1DA026182-01,National Institute on Drug Abuse at the US National Institutes of Health,USA,1
WOS:000281680000010,5R13NS040925-09,National Institutes of Health,USA,1
WOS:000286594800071,R21 CA135339-01A2,National Institutes of Health,USA,1
WOS:000286594800071,P50 GM076547,National Institutes of Health,USA,1
WOS:000266438300001,DK-81355,National Institutes of Health,USA,1
WOS:000286594800071,U54 DA021519,National Institutes of Health,USA,1
WOS:000259648500033,M01 RR00533,National Institutes of Health,USA,1
WOS:000295937100009,R24 A067039,National Institutes of Health,USA,1
WOS:000270186800014,HL-68864,National Institutes of Health,USA,1
WOS:000281468500026,RR015569,National Institutes of Health,USA,1
WOS:000293222200030,DP2OD002750,National Institutes of Health,USA,1
WOS:000275947500007,A149131,National Institutes of Health,USA,1
WOS:000305589800019,U01HL069757,National Institutes of Health,USA,1
WOS:000284755100086,DK49835,National Institutes of Health,USA,1
WOS:000305589800019,R24 GM61374,National Institutes of Health,USA,1
WOS:000261995600012,GM34431,National Institutes of Health,USA,1
WOS:000274980000024,K02 AG023582,National Institutes of Health,USA,1
WOS:000261489300087,HL057346,National Institutes of Health,USA,1
WOS:000299097200004,AI029168,National Institutes of Health,USA,1
WOS:000266454800014,R33 CA128625,National Institutes of Health,USA,1
WOS:000289622000013,R01-AI073127,National Institutes of Health,USA,1
WOS:000266438300001,EB-00415,National Institutes of Health,USA,1
WOS:000263652900071,GM32833.,National Institutes of Health,USA,1
WOS:000278545800014,AR056949,National Institutes of Health,USA,1
WOS:000283528600033,K99/R00 HL098461-01,National Institutes of Health,USA,1
WOS:000259307200003,R01-NS049130,National Institutes of Health,USA,1
WOS:000278545800014,CA15704,National Institutes of Health,USA,1
WOS:000302813000012,K23DK081317,National Institutes of Health,USA,1
WOS:000286622400013,R01HL066176,National Institutes of Health,USA,1
WOS:000301226800052,AR K24052665,National Institutes of Health,USA,1
WOS:000269156100020,HV-28179,National Institutes of Health,USA,1
WOS:000266400300002,HD-19899,National Institutes of health,USA,1
WOS:000286622400013,T32-GM07170,National Institutes of Health,USA,1
WOS:000269616200025,NIH/NIDDK DK066368,National Institutes of Health,USA,1
WOS:000285340200008,U54 HG003079,National Institutes of Health,USA,1
WOS:000305589800019,R01DK080007,National Institutes of Health,USA,1
WOS:000266438300001,DK-35124,National Institutes of Health,USA,1
WOS:000259648500033,NO1-Al-25482,National Institutes of Health,USA,1
WOS:000279316500033,RO3HL095442,National Institutes of Health,USA,1
WOS:000270186800014,HL-072018,National Institutes of Health,USA,1
WOS:000295407300015,R01 DK34108,National Institutes of Health,USA,1
WOS:000262872200007,RO1 HL-50050,National Institutes of Health,USA,1
WOS:000274398000009,R01HL69877,National Institutes of Health,USA,1
WOS:000259716000023,R01CA103769,National Institutes of Health,USA,1
WOS:000266454800014,U54 CA112962,National Institutes of Health,USA,1
WOS:000291256100010,K01-DK075408,National Institutes of Health,USA,1
WOS:000266438300001,HL-73856,National Institutes of Health,USA,1
WOS:000270509600017,CA-25224,National Institutes of Health,USA,1
WOS:000286594800071,P01 DK053074,National Institutes of Health,USA,1
WOS:000266691200006,DK68196,National Institutes of Health,USA,1
WOS:000284822100002,HL-084042,National Institutes of Health,USA,1
WOS:000291643800008,U54-CA121852-05,National Institutes of Health,USA,1
WOS:000302813000012,K23DK080645-1A1,National Institutes of Health,USA,1
WOS:000294595900019,R01 A1078752,National Institutes of Health,USA,1
WOS:000270186800014,HL-088138,National Institutes of Health,USA,1
WOS:000291463200006,K23DK080645-01A1,National Institutes of Health,USA,1
WOS:000266400300002,RR-00163,National Institutes of health,USA,1
WOS:000305589800019,K23HL086556,National Institutes of Health,USA,1
WOS:000265812600008,CA68859,National Institutes of Health,USA,1
WOS:000263652900071,GM31082,National Institutes of Health,USA,1
WOS:000262872200007,N01 Al-30040,National Institutes of Health,USA,1
WOS:000261489300087,HL052173,National Institutes of Health,USA,1
WOS:000282367400011,1K23 DK075788-01,National Institutes of Health,USA,1
WOS:000266438300001,DK-72517,National Institutes of Health,USA,1
WOS:000266988000018,CA-95-011,National Institutes of Health,USA,1
WOS:000274296300072,R01ES005775,National Institutes of Health,USA,1
WOS:000285340200008,P41RR000954,National Institutes of Health,USA,1
WOS:000270509600017,CA 15083,National Institutes of Health,USA,1
WOS:000293304400006,K24 RR061482,National Institutes of Health,USA,1
WOS:000275947500007,A1033303,National Institutes of Health,USA,1
WOS:000275947500007,CA0894,National Institutes of Health,USA,1
WOS:000274398000009,RR13156,National Institutes of Health,USA,1
WOS:000289622000013,U10-AA013566,National Institutes of Health,USA,1
WOS:000266221100005,P01 AI39571,National Institutes of Health,USA,1
WOS:000291463200006,K24AI069994,National Institutes of Health,USA,1
WOS:000269659400008,PO1-CA101937,National Institutes of Health,USA,1
WOS:000301226800052,AI059884,National Institutes of Health,USA,1
WOS:000271378400003,DK56796,National Institutes of Health,USA,1
WOS:000295937100009,K23 AI084544,National Institutes of Health,USA,1
WOS:000288642500005,CA135554,National Institutes of Health,USA,1
WOS:000291256100010,R01-DK55835,National Institutes of Health,USA,1
WOS:000269969600077,HL59956,National Institutes of Health,USA,1
WOS:000270269300020,5U19AI067769,National Institutes of Health,USA,1
WOS:000270186800014,GM-61031,National Institutes of Health,USA,1
WOS:000270509600017,U-01 GM61388,National Institutes of Health,USA,1
WOS:000283501300023,K99/R00HL098461-01,National Institutes of Health,USA,1
WOS:000288642500005,CA096832,National Institutes of Health,USA,1
WOS:000274980000024,R01 AG21094,National Institutes of Health,USA,1
WOS:000269616200025,NIH R01GM074175,National Institutes of Health,USA,1
WOS:000302873700116,K24-AR055989,National Institutes of Health,USA,1
WOS:000274398000009,AI48244,National Institutes of Health,USA,1
WOS:000293304400006,K24-AI064086,National Institutes of Health,USA,1
WOS:000302813000012,1R03AG034871-01,National Institutes of Health,USA,1
WOS:000293222200019,R01CA125636,National Institutes of Health,USA,1
WOS:000278545800014,DK47754,National Institutes of Health,USA,1
WOS:000270269300020,CA-16042,National Institutes of Health,USA,1
WOS:000302813000012,R01 DK066488-01,National Institutes of Health,USA,1
WOS:000291256100010,R01-HL53455,National Institutes of Health,USA,1
WOS:000270186800014,P50 DK-49096-06,National Institutes of Health,USA,1
WOS:000262585700019,AI067063,National Institutes of Health,USA,1
WOS:000282367400011,1R03DK084110-01,National Institutes of Health,USA,1
WOS:000270509600017,CA116201,National Institutes of Health,USA,1
WOS:000305589800019,U19HL065962,National Institutes of Health,USA,1
WOS:000293222200019,P50CA83636,National Institutes of Health,USA,1
WOS:000275947500007,A107609441,National Institutes of Health,USA,1
WOS:000274296300072,P01CA129186,National Institutes of Health,USA,1
WOS:000260514300005,P50 DK053090,National Institutes of Health,USA,1
WOS:000270186800014,HL-090669,National Institutes of Health,USA,1
WOS:000275947500007,A1063987,National Institutes of Health,USA,1
WOS:000290170400007,NINDS K23 NS050209,National Institutes of Health,USA,1
WOS:000259341600012,DK051619,National Institutes of Health,USA,1
WOS:000269144500013,P30-DK072517,National Institutes of Health,USA,1
WOS:000280035500016,R01CA136851,National Institutes of Health,USA,1
WOS:000295937100009,MH 088341,National Institutes of Health,USA,1
WOS:000291256100010,P30-GM092456,National Institutes of Health,USA,1
WOS:000283546400004,R01CA136851,National Institutes of Health,USA,1
WOS:000266438300001,HL-59198,National Institutes of Health,USA,1
WOS:000269659400008,U54-HG003079,National Institutes of Health,USA,1
WOS:000266400300002,HD-18185,National Institutes of health,USA,1
WOS:000301226800052,AI1065200,National Institutes of Health,USA,1
WOS:000269260100018,NIH U01 GM074518,National Institutes of Health,USA,1
WOS:000259307200003,R01 DC03594,National Institutes of Health,USA,1
WOS:000274398000009,AI41399,National Institutes of Health,USA,1
WOS:000266438300001,EY-13574,National Institutes of Health,USA,1
WOS:000265781600004,GM37537,National Institutes of Health,USA,1
WOS:000266454800014,P01 CA095616,National Institutes of Health,USA,1
WOS:000270269300020,AI-28697,National Institutes of Health,USA,1
WOS:000266454800014,P01 CA66996,National Institutes of Health,USA,1
WOS:000266691200006,DK72506,National Institutes of Health,USA,1
WOS:000286594800071,U54 CA119347,National Institutes of Health,USA,1
WOS:000268961100007,NIH 1 R01 CA128803-01,National Institutes of Health,USA,1
WOS:000275947500007,A1033856,National Institutes of Health,USA,1
WOS:000270509600017,CA 90628,National Institutes of Health,USA,1
WOS:000285340200008,PO1 CA101937,National Institutes of Health,USA,1
WOS:000287580400062,T32 GM072474,National Institutes of Health,USA,1
WOS:000269616200025,CTRC RR00046,National Institutes of Health,USA,1
WOS:000302813000012,K24AI069994,National Institutes of Health,USA,1
WOS:000295407300015,DK34108-23S1,National Institutes of Health,USA,1
WOS:000275947500007,A152014,National Institutes of Health,USA,1
WOS:000268961100007,R01 ES15339,National Institutes of Health,USA,1
WOS:000263990000007,HHSN266200400025C,National Institutes of Health,USA,1
WOS:000295937100009,RR 024369,National Institutes of Health,USA,1
WOS:000270269300020,1R01NS052528,National Institutes of Health,USA,1
WOS:000286594800071,R00 CA126184-03,National Institutes of Health,USA,1
WOS:000285763700004,UL1 RR024131,National Institutes of Health,USA,1
WOS:000302873700116,UL1 RR 025758,National Institutes of Health,USA,1
WOS:000299097200004,AI083034,National Institutes of Health,USA,1
WOS:000305589800019,U01HG006378,National Institutes of Health,USA,1
WOS:000268961100007,NIH U54 CA112967,National Institutes of Health,USA,1
WOS:000261995600012,HD37105,National Institutes of Health,USA,1
WOS:000279989800035,PO1 HL051818,National Institutes of Health,USA,1
WOS:000284755100086,DE12309,National Institutes of Health,USA,1
WOS:000269616200025,CTSA UL1RR025747,National Institutes of Health,USA,1
WOS:000263834600010,GM064700,National Institutes of Health,USA,1
WOS:000260261700006,P30-DK27651,National Institutes of Health,USA,1
WOS:000287580400062,P50 CA136393,National Institutes of Health,USA,1
WOS:000285340200008,UL1 RR024992,National Institutes of Health,USA,1
WOS:000286622400013,R01HL097036,National Institutes of Health,USA,1
WOS:000261489300087,DK042394,National Institutes of Health,USA,1
WOS:000266491300007,R01HL53445,National Institutes of Health,USA,1
WOS:000259648500033,NO1-AI-25496,National Institutes of Health,USA,1
WOS:000260041400007,HD043569,National Institutes of Health,USA,1
WOS:000291463200006,R01 DK066488-01,National Institutes of Health,USA,1
WOS:000291463200006,1R03AG034871-01,National Institutes of Health,USA,1
WOS:000269260100018,U01 HL084756,National Institutes of Health,USA,1
WOS:000266491300007,R01DK55835,National Institutes of Health,USA,1
WOS:000264259800019,AI 063520,National Institutes of Health,USA,1
WOS:000281468500026,GM021342,National Institutes of Health,USA,1
WOS:000294458300034,HL102371-01A1,"National Institutes of Health (Bethesda, MD, USA)",USA,1
WOS:000305892100100,1R01 HL105487,National Institutes of Health (NIH),USA,1
WOS:000272766800010,NIH R01 HL77844-1,National Institutes of Health (NIH),USA,1
WOS:000293201100033,P30 AI50410,National Institutes of Health (NIH),USA,1
WOS:000273934100053,R01-DK051767,National Institutes of Health (NIH),USA,1
WOS:000292199800005,T32 HL007623,National Institutes of Health (NIH),USA,1
WOS:000305892100100,K23 DK075788,National Institutes of Health (NIH),USA,1
WOS:000293201100033,R01 MH068686,National Institutes of Health (NIH),USA,1
WOS:000272766800010,NIH R01-AI 072176,National Institutes of Health (NIH),USA,1
WOS:000273204500014,R43HL071401,National Institutes of Health (NIH),USA,1
WOS:000293201100033,R37 DK049381,National Institutes of Health (NIH),USA,1
WOS:000288553800011,DPI OD00329,National Institutes of Health (NIH),USA,1
WOS:000293201100033,R01 AI083059,National Institutes of Health (NIH),USA,1
WOS:000292199800005,P01 CA108631,National Institutes of Health (NIH),USA,1
WOS:000292199800005,5R01 HL082945,National Institutes of Health (NIH),USA,1
WOS:000208281400011,CA 39782,National Institutes of Health (NIH),USA,1
WOS:000276205000035,HG004221,National Institutes of Health (NIH),USA,1
WOS:000272766800010,P30 DK065988-01,National Institutes of Health (NIH),USA,1
WOS:000208281400011,GM34960,National Institutes of Health (NIH),USA,1
WOS:000295714700021,U24CA143835,National Institutes of Health (NIH),USA,1
WOS:000305892100100,P30 DK072482,National Institutes of Health (NIH),USA,1
WOS:000276738400015,AI037526,National Institutes of Health (NIH),USA,1
WOS:000293201100033,5T32AI070114,National Institutes of Health (NIH),USA,1
WOS:000275932700012,P50 CA136393-01,National Institutes of Health (NIH),USA,1
WOS:000276205000035,GM081533,National Institutes of Health (NIH),USA,1
WOS:000305892100100,5UL1 RR025777,National Institutes of Health (NIH),USA,1
WOS:000273204500014,2R44HL071401,National Institutes of Health (NIH),USA,1
WOS:000272766800010,NIH P01 HL051818-15,National Institutes of Health (NIH),USA,1
WOS:000269382100014,P01 AI39671,National Institutes of Health (USA),USA,1
WOS:000266791100031,M01 RR00042,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR000489,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR02172,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00043,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00750,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00034,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR000647,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR001070,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR10733,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00046,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00037,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00069,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00039,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00070,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00400,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00188,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR01066,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00827,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00082,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR001070,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00043,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00750,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00034,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR000489,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR02172,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00042,National Institutes of Health General Clinical Research Center,USA,1
